,WM115,WM266-4,WM793,WM1205Lu
TBC1D3H,4,0,34,0
TBC1D3I,1,0,32,0
TBC1D3J,0,0,0,0
TBC1D3K,4,0,1,0
TBC1D3L,44,0,184,24
TBC1D3P1,0,0,12,0
TBC1D3P1-DHX40P1,0,0,1,1
TBC1D3P2,0,0,9,0
TBC1D3P3,0,0,1,0
TBC1D3P4,0,0,0,0
TBC1D3P5,0,0,6,0
TBC1D3P6,0,0,3,0
TBC1D3P7,0,0,0,0
TBC1D4,2529,7871,15449,421
TBC1D5,5696,2907,7705,1770
TBC1D7,1889,1516,1451,233
TBC1D8,1407,684,11268,3221
TBC1D8B,2238,691,6866,478
TBC1D9,2935,622,8093,1507
TBC1D9B,9460,2703,20398,6324
TBCA,6967,2575,8596,2957
TBCAP1,1,0,24,2
TBCAP2,0,0,0,0
TBCAP3,1,0,5,1
TBCB,2588,1007,4615,2454
TBCC,1105,331,3220,468
TBCCD1,1512,642,2525,440
TBCD,3188,2079,6655,3782
TBCEL,1656,956,12145,653
TBCK,1026,486,2181,234
TBK1,2970,1165,6788,888
TBKBP1,636,98,11005,154
TBL1X,663,31,9921,919
TBL1XR1,9629,4382,20646,2603
TBL1XR1-AS1,1,0,4,0
TBL1Y,0,0,1,0
TBL1YP1,0,0,0,0
TBL2,4447,1135,25976,1941
TBL3,2109,627,9321,1125
TBP,1211,486,4215,469
TBPL1,1177,387,10100,378
TBPL2,9,5,74,0
TBR1,13,0,43,3
TBRG1,3097,920,16281,747
TBRG4,7580,3897,41074,3810
TBX1,11,0,59,8
TBX10,0,0,3,0
TBX15,6,82,28,3
TBX18,721,337,538,318
TBX19,209,38,1453,60
TBX2,8606,4717,11707,1243
TBX2-AS1,149,156,460,71
TBX20,122,1,1,0
TBX21,0,1,5,0
TBX22,2,0,0,0
TBX3,3,9,23592,1301
TBX4,8,1,875,3
TBX5,0,2,0,0
TBX5-AS1,0,0,0,0
TBX6,62,50,32,15
TBXA2R,29,71,276,230
TBXAS1,610,58,427,3136
TBXT,1,0,0,0
TC2N,2,3,1,4
TCAF1,12127,1851,23308,2257
TCAF1P1,499,94,698,150
TCAF2,1823,293,888,238
TCAF2P1,161,8,43,7
TCAIM,1972,669,3192,338
TCAM1P,2,0,263,234
TCAP,52,4,1184,16
TCEA1,10621,2996,49970,6884
TCEA1P1,0,0,0,0
TCEA1P2,230,71,1797,30
TCEA1P3,0,0,0,0
TCEA1P4,20,1,226,12
TCEA2,654,250,3682,669
TCEA3,65,30,511,39
TCEAL1,1066,326,892,384
TCEAL2,1,0,9,16
TCEAL3,2870,684,6795,860
TCEAL3-AS1,3,0,8,0
TCEAL4,5201,3174,10731,1707
TCEAL4P1,0,0,0,0
TCEAL5,0,0,0,0
TCEAL6,0,0,4,0
TCEAL7,0,24,0,0
TCEAL8,3586,834,5613,1366
TCEAL9,6602,1822,7084,1287
TCEANC,101,67,300,19
TCEANC2,1130,482,4713,341
TCERG1,5960,2326,30877,3110
TCERG1L,0,150,750,0
TCERG1L-AS1,0,0,24,0
TCF12,10046,3002,21816,2988
TCF15,0,0,1,0
TCF19,2681,1077,429,2482
TCF20,2614,919,24456,1928
TCF21,0,0,15,0
TCF23,7,5,47,0
TCF24,5,0,2,0
TCF25,7861,2779,22145,3222
TCF3,4512,1158,20113,3199
TCF3P1,8,2,12,1
TCF4,5867,14,3901,1992
TCF7,232,58,3362,574
TCF7L1,347,459,3686,609
TCF7L1-IT1,0,0,30,1
TCF7L2,1487,489,7156,1202
TCFL5,1304,838,5515,750
TCHH,47,15,7,92
TCHHL1,0,0,0,0
TCHP,2147,1053,2763,793
TCIM,1,2,9,0
TCIRG1,2071,618,9310,1761
TCL1A,10,4,3,0
TCL1B,0,1,0,0
TCL6,31,36,44,0
TCN1,19,54,1,9
TCN2,25,459,183,2
TCOF1,3460,1190,33397,4453
TCP1,14315,5870,63993,7359
TCP10,0,0,0,0
TCP10L,10,0,51,0
TCP10L2,0,0,0,0
TCP11,67,27,2,11
TCP11L1,1377,419,7313,912
TCP11L2,305,56,1108,15
TCP11X1,0,0,0,0
TCP11X2,0,0,0,0
TCP11X3P,0,0,0,0
TCP1P1,0,0,2,1
TCTA,1981,779,2739,755
TCTE1,15,21,272,17
TCTE3,113,48,585,46
TCTEX1D1,0,58,0,0
TCTEX1D2,238,110,333,116
TCTEX1D4,9,3,48,2
TCTN1,3294,516,3190,330
TCTN2,928,356,1473,304
TCTN3,2309,1705,9463,1573
TDG,2999,1265,15957,981
TDGF1,0,0,1,0
TDGF1P1,0,0,0,0
TDGF1P2,0,0,0,0
TDGF1P3,0,0,5,0
TDGF1P4,0,0,0,0
TDGF1P5,1,0,1,4
TDGF1P6,0,0,5,1
TDGF1P7,0,0,4,1
TDGP1,1,0,111,1
TDH,10,8,10,3
TDO2,8,5,7,0
TDP1,943,512,1927,402
TDP2,4273,654,6432,889
TDRD1,0,1,2,0
TDRD10,0,0,0,0
TDRD12,7,0,26,17
TDRD15,0,0,1,0
TDRD3,1098,598,1581,305
TDRD5,0,0,0,0
TDRD6,137,0,232,50
TDRD7,1505,3182,2015,463
TDRD9,0,0,1,0
TDRG1,0,0,2,0
TDRKH,487,217,9434,184
TDRP,97,0,84,0
TEAD1,16179,6386,59911,10187
TEAD2,1242,328,4301,569
TEAD3,1376,145,10140,267
TEAD4,823,175,2911,957
TEC,14,2,303,18
TECPR1,2546,1045,11152,942
TECPR2,2758,785,11094,654
TECR,4076,1450,5601,3414
TECRL,0,0,0,0
TECRP1,3,5,0,7
TECRP2,0,0,1,0
TECTA,75,14,783,18
TECTB,71,30,0,0
TEDC1,634,481,392,567
TEDC2,627,301,95,459
TEDDM1,0,0,1,0
TEDDM2P,0,0,0,0
TEF,1793,604,6076,861
TEFM,605,220,2191,182
TEK,9,29,3,1
TEKT1,0,0,1,0
TEKT2,3,0,15,0
TEKT3,6,21,30,0
TEKT4,3,6,261,1
TEKT4P2,161,78,1199,91
TEKT5,2,9,6,1
TELO2,2096,842,4067,1332
TEN1,2,0,60,3
TEN1-CDK3,103,67,310,33
TENM1,2127,1790,111,88
TENM2,83,7,46,2
TENM3,15813,982,15514,2406
TENM4,185,216,77,994
TEP1,3107,1271,15062,1014
TEPP,5,0,4,0
TEPSIN,1118,356,6103,470
TERB1,12,0,96,3
TERB2,0,0,26,0
TERC,0,1,4,1
TERF1,2330,657,8481,1459
TERF1P1,0,0,0,0
TERF1P2,0,0,1,1
TERF1P3,0,0,1,0
TERF1P4,3,0,21,1
TERF1P5,0,0,50,0
TERF2,1594,493,6495,761
TERF2IP,5062,1311,13664,1572
TERT,36,32,527,243
TES,4526,2545,33981,1416
TESC,4,23,8,2
TESC-AS1,0,0,0,0
TESK1,706,215,7042,777
TESK2,164,219,1744,63
TESMIN,102,1,692,66
TESPA1,26,1,43,0
TET1,162,158,929,118
TET1P1,0,0,0,0
TET2,3558,665,10229,861
TET2-AS1,1,0,4,1
TET3,3212,1347,28056,1144
TEX10,2628,879,10696,1103
TEX101,5,2,4,0
TEX11,3,0,7,0
TEX12,5,0,5,0
TEX13A,0,0,0,0
TEX13B,0,4,0,0
TEX14,13,28,94,4
TEX15,21,33,2585,354
TEX19,5,15,2,41
TEX2,3584,1498,11681,3552
TEX21P,20,1,18,5
TEX22,130,2,2043,27
TEX26,0,0,0,0
TEX26-AS1,0,1,16,1
TEX261,8024,2147,23561,4666
TEX264,1844,1128,2708,823
TEX28,0,0,0,0
TEX28P1,0,0,0,0
TEX28P2,0,0,0,0
TEX29,3,0,35,0
TEX30,770,791,5458,493
TEX33,0,0,1,0
TEX35,0,35,16,0
TEX36,0,0,0,0
TEX36-AS1,0,0,0,0
TEX37,0,0,0,0
TEX38,1,0,9,2
TEX41,1216,966,1806,1
TEX43,0,0,3,0
TEX44,0,0,0,0
TEX45,0,0,22,2
TEX46,3,0,6,0
TEX47,0,0,0,0
TEX49,0,0,0,0
TEX9,239,71,392,37
TF,312,8550,144,55
TFAM,1640,1731,17888,1190
TFAMP1,0,1,42,0
TFAMP2,0,21,0,0
TFAP2A,6864,1258,6646,688
TFAP2A-AS1,103,35,84,22
TFAP2B,37,816,0,3
TFAP2C,11785,3135,22777,3821
TFAP2D,0,0,0,0
TFAP2E,93,155,1030,8
TFAP4,605,372,924,358
TFB1M,989,384,3268,658
TFB2M,1462,658,25534,449
TFCP2,1243,1073,1,5
TFCP2L1,9,282,18,3
TFDP1,4430,3399,5767,4819
TFDP2,2099,890,19882,742
TFDP3,0,0,0,0
TFE3,3266,737,13254,1600
TFEB,122,7,5790,121
TFEC,53,1,13,0
TFF1,2,1,1,10
TFF2,19,0,2,0
TFF3,21,3,1,3
TFG,8572,2248,27795,3618
TFIP11,2044,917,10682,760
TFP1,14,3,51,4
TFPI,2278,74,13777,2
TFPI2,13167,171,21324,107
TFPT,1602,619,9439,460
TFR2,164,10,211,120
TFRC,17308,4144,54790,6973
TG,15,0,156,3
TGDS,967,1498,5832,423
TGFA,1720,209,6698,7359
TGFA-IT1,3,0,2,1
TGFB1,2759,949,10906,7356
TGFB1I1,2022,439,9923,2208
TGFB2,10,282,1601,6
TGFB2-AS1,0,5,23,0
TGFB2-OT1,0,0,0,0
TGFB3,247,218,855,120
TGFBI,146227,648,13081,25775
TGFBR1,5240,1907,11571,2270
TGFBR2,11477,5464,24971,2267
TGFBR3,346,657,733,655
TGFBR3L,70,27,809,69
TGFBRAP1,3136,1884,15619,1350
TGIF1,5834,875,20700,1350
TGIF1P1,0,0,1,0
TGIF2,1123,766,9348,146
TGIF2LX,0,0,0,0
TGIF2LY,0,0,0,0
TGIF2P1,10,6,50,1
TGM1,105,20,334,11
TGM2,1885,497,23607,7061
TGM3,1,0,6,1
TGM4,5,0,0,0
TGM5,0,0,0,0
TGM6,0,0,0,0
TGM7,0,0,0,0
TGOLN2,27194,7154,64856,15095
TGS1,2456,887,12715,1766
TH,0,0,0,0
THA1P,0,6,8,6
THADA,2627,982,9380,1050
THAP1,754,298,4544,400
THAP10,255,62,841,145
THAP11,1421,405,4381,664
THAP12,2878,1310,9837,1418
THAP12P1,0,0,9,0
THAP12P2,0,0,0,0
THAP12P3,1,0,0,0
THAP12P4,0,0,1,0
THAP12P5,0,0,0,0
THAP12P6,0,0,0,0
THAP12P7,7,2,79,3
THAP12P8,1,0,67,0
THAP12P9,0,0,0,0
THAP2,204,66,1042,154
THAP3,299,100,3248,233
THAP4,1336,486,21488,1908
THAP5,3630,1388,9112,823
THAP5P1,3,0,1,3
THAP6,1176,407,2280,302
THAP7,1248,481,1934,726
THAP7-AS1,98,49,106,48
THAP8,214,102,86,132
THAP9,255,110,1455,98
THAP9-AS1,3858,1156,18603,678
THBD,10,2,1,0
THBS1,269996,6043,112869,25478
THBS2,525,337,1273822,61343
THBS3,477,333,1189,137
THBS4,178,77,437,7
THEG,0,0,81,0
THEGL,14,1,134,11
THEM4,8761,3222,7273,529
THEM5,14,14,8,2
THEM6,596,699,118,961
THEM7P,0,0,0,0
THEMIS,0,0,2,0
THEMIS2,32,125,1041,194
THEMIS3P,0,0,1,0
THG1L,524,472,2108,364
THNSL1,267,442,597,324
THNSL2,644,166,16200,1191
THOC1,2083,1071,6567,387
THOC2,7786,3124,27962,2373
THOC3,438,299,1715,1856
THOC5,2881,1129,14576,1252
THOC6,1175,308,10092,403
THOC7,2572,1441,10316,1038
THOC7-AS1,2,2,0,2
THOP1,2570,1041,9162,2229
THPO,4,1,72,1
THRA,2008,621,4679,729
THRAP3,10224,4337,32733,5703
THRAP3P1,0,0,0,0
THRB,19,2,5292,463
THRB-AS1,0,0,10,4
THRB-IT1,4,4,46,1
THRIL,0,0,52,0
THRSP,0,0,5,1
THSD1,116,119,1298,254
THSD4,1966,117,9089,2645
THSD4-AS1,0,0,0,0
THSD7A,116,254,8,6
THSD7B,2,1,3,0
THTPA,693,172,503,120
THUMPD1,3346,827,14599,1144
THUMPD1P1,0,0,0,0
THUMPD2,687,376,4802,243
THUMPD3,3911,1483,15978,1299
THUMPD3-AS1,1563,687,8063,331
THUMPD3P1,1,0,36,1
THY1,4,25,201,10
THYN1,1243,450,1686,916
TIA1,8005,2829,7283,2381
TIAF1,228,55,454,43
TIAL1,3516,1682,16621,3015
TIAM1,6740,749,5656,1959
TIAM2,1170,335,10853,764
TICAM1,709,160,5382,358
TICAM2,26,8,71,21
TICRR,1499,996,202,1151
TIE1,94,291,122,2
TIFA,768,313,1310,201
TIFAB,0,0,0,0
TIGAR,2659,470,14228,792
TIGD1,487,98,1749,125
TIGD2,599,112,9608,168
TIGD3,37,22,76,22
TIGD4,240,109,775,39
TIGD5,491,227,6220,921
TIGD6,577,131,1650,220
TIGD7,177,22,1526,29
TIGIT,1,0,0,0
TIMD4,1,0,0,0
TIMELESS,5397,2255,667,2475
TIMM10,1798,713,7559,557
TIMM10B,2810,705,12046,922
TIMM13,2164,1076,10237,1414
TIMM17A,5255,1431,22087,2263
TIMM17B,1059,450,5074,546
TIMM17BP1,0,0,0,0
TIMM21,2274,745,2824,1032
TIMM22,1597,547,7749,799
TIMM23,1696,998,12215,1822
TIMM23B,732,329,6049,362
TIMM29,728,260,4448,257
TIMM44,1821,1050,15357,837
TIMM50,4268,3715,19721,2220
TIMM8A,836,314,2683,277
TIMM8AP1,0,0,0,0
TIMM8B,2164,890,4704,685
TIMM8BP1,0,0,0,0
TIMM8BP2,0,0,0,0
TIMM9,1390,644,4412,640
TIMM9P1,0,0,0,0
TIMM9P2,5,5,0,0
TIMM9P3,0,0,0,0
TIMMDC1,4393,2515,13709,2575
TIMP1,40718,4483,78823,15141
TIMP2,33592,16468,16911,14930
TIMP3,16660,826,6221,41717
TIMP4,37,12,1,2576
TINAG,2,0,0,0
TINAGL1,294,222,6472,597
TINCR,51,7,1291,24
TINF2,2308,871,4031,782
TIPARP,9750,1341,36908,2080
TIPARP-AS1,19,18,71,14
TIPIN,878,407,1497,372
TIPRL,3324,1662,21315,1360
TIRAP,630,294,3055,183
TJAP1,2550,644,12443,950
TJP1,4735,2043,32548,2010
TJP2,1235,437,3463,727
TJP3,9,0,9,5
TK1,3201,2109,119,5302
TK2,1976,672,1713,607
TKFC,1377,1013,1372,716
TKT,13030,10378,38569,9708
TKTL1,2,1,8,0
TKTL2,0,0,25,0
TLCD1,323,211,2679,178
TLCD2,429,154,4493,223
TLDC1,1368,321,10934,788
TLDC2,17,22,1,1
TLE1,2306,941,4309,907
TLE1P1,2,10,29,4
TLE2,302,155,11064,240
TLE3,2981,481,20607,2265
TLE4,4076,544,7955,485
TLE6,34,43,309,57
TLK1,2451,1851,16202,2267
TLK1P1,0,0,0,0
TLK2,2644,1039,11057,1543
TLK2P1,41,16,342,8
TLL1,0,0,1,0
TLL2,10,2,161,26
TLN1,29674,7061,104950,18614
TLN2,5731,1137,1554,2431
TLNRD1,838,1497,7183,1246
TLR1,29,130,372,50
TLR10,5,0,54,1
TLR12P,0,0,0,0
TLR2,104,70,59,0
TLR3,360,132,949,211
TLR4,2758,112,13067,1035
TLR5,57,0,108,69
TLR6,232,221,2941,316
TLR7,71,1,24,0
TLR8,0,0,0,0
TLR8-AS1,0,0,0,0
TLR9,0,0,17,0
TLX1,0,19,86,4
TLX1NB,0,0,3,0
TLX2,86,61,252,213
TLX3,0,1,8,3
TM2D1,2251,841,6393,542
TM2D2,2394,652,4226,1082
TM2D3,1403,525,3004,412
TM4SF1,1990,367,3359,8516
TM4SF1-AS1,0,1,1,1
TM4SF18,1776,200,18,0
TM4SF19,15,0,42,15
TM4SF19-AS1,19,2,59,6
TM4SF19-TCTEX1D2,5,0,9,2
TM4SF20,2,0,0,2
TM4SF4,1,2,1,0
TM4SF5,0,0,0,0
TM6SF1,13,33,11,1
TM6SF2,4,13,27,0
TM7SF2,71,95,4383,33
TM7SF3,4135,2839,11546,2207
TM9SF1,878,348,2185,529
TM9SF2,10259,6978,25154,3913
TM9SF3,8716,4792,69964,8303
TM9SF4,5753,2119,36975,2411
TMA16,1863,676,4351,618
TMA16P1,0,0,0,0
TMA16P2,0,0,0,1
TMA7,5295,2104,36464,2628
TMBIM1,5839,2281,55281,5038
TMBIM4,2561,1161,5388,784
TMBIM6,15247,8145,63804,7409
TMBIM7P,0,0,25,0
TMC1,21,0,7,3
TMC2,7,22,6,3
TMC3,11,1,1,13
TMC3-AS1,8,0,36,13
TMC4,62,21,112,17
TMC5,3,5,26,0
TMC6,26,610,2812,92
TMC7,141,18,799,189
TMC8,7,31,119,4
TMCC1,734,279,3375,481
TMCC1-AS1,212,158,261,119
TMCC1P1,0,0,0,0
TMCC2,987,362,951,171
TMCC3,89,2,1661,259
TMCO1,5957,1680,28642,2457
TMCO2,0,0,15,1
TMCO3,1241,1461,8843,1430
TMCO4,420,384,2569,341
TMCO5A,0,0,0,0
TMCO5B,0,0,1,2
TMCO6,716,329,1244,332
TMED1,746,205,4933,582
TMED10,21154,11393,34416,9690
TMED10P1,0,0,4,0
TMED10P2,0,0,212,2
TMED11P,0,0,1,0
TMED2,17161,4742,78316,9034
TMED3,7758,3646,27544,2461
TMED4,8957,3111,29597,3393
TMED5,3110,1930,29201,3347
TMED6,28,7,46,22
TMED7,7300,2303,15227,4213
TMED7-TICAM2,64,8,398,25
TMED8,3902,1635,14812,758
TMED9,19044,4802,33237,12956
TMEFF1,8,5,7,4
TMEFF2,92,0,18,8
TMEM100,891,3,133,26
TMEM101,1791,765,6674,674
TMEM102,437,113,164,176
TMEM104,2356,445,7149,1447
TMEM105,0,0,47,0
TMEM106A,427,185,3156,182
TMEM106B,11257,3656,30480,2916
TMEM106C,2684,1933,2128,1091
TMEM107,471,310,424,176
TMEM108,10,0,275,323
TMEM108-AS1,0,0,0,5
TMEM109,6410,2860,3849,3004
TMEM11,1253,483,6280,752
TMEM110-MUSTN1,26,19,96,19
TMEM114,0,0,0,0
TMEM115,2121,761,11393,1085
TMEM116,338,184,570,234
TMEM117,262,336,592,44
TMEM119,8,8,10,1
TMEM120A,1000,656,7408,933
TMEM120B,1296,281,4370,616
TMEM121,454,75,877,283
TMEM121B,44,12,272,59
TMEM123,12523,10377,25443,5909
TMEM125,0,1,3,0
TMEM126A,1695,481,5469,391
TMEM126B,2090,968,7278,674
TMEM127,4397,1640,27809,2469
TMEM128,1473,684,4438,503
TMEM129,2121,871,3663,757
TMEM130,9,0,38,57
TMEM131,7419,2962,29323,4660
TMEM131L,1321,521,1475,357
TMEM132A,2943,646,6905,901
TMEM132B,3,4,23,9
TMEM132C,0,0,0,0
TMEM132D,0,0,0,0
TMEM132E,0,0,1,0
TMEM134,1093,363,3342,413
TMEM135,2182,1003,5012,515
TMEM136,667,251,3287,266
TMEM138,1649,618,8164,679
TMEM139,36,8,12,13
TMEM140,1037,610,2509,299
TMEM141,1376,537,2213,386
TMEM143,246,133,326,144
TMEM144,185,264,761,1
TMEM145,268,146,265,93
TMEM147,2839,1959,20869,1490
TMEM147-AS1,581,461,3886,259
TMEM14A,1610,1018,354,731
TMEM14B,3681,823,14020,557
TMEM14C,6218,1890,14405,1010
TMEM14DP,0,0,9,0
TMEM14EP,6,0,0,0
TMEM150A,648,372,1779,192
TMEM150B,1,0,3,0
TMEM150C,40,38,595,102
TMEM151A,5,0,96,128
TMEM151B,57,17,426,19
TMEM154,322,80,3557,299
TMEM155,1,0,1,0
TMEM156,7,2,41,5
TMEM158,2254,158,17064,7024
TMEM159,205,246,2107,939
TMEM160,221,155,452,251
TMEM161A,1508,631,3080,596
TMEM161B,1781,819,5068,518
TMEM161B-AS1,622,249,2693,99
TMEM161BP1,0,0,2,0
TMEM163,92,17,706,3
TMEM164,3936,1525,7992,1310
TMEM165,5991,2106,11619,2523
TMEM167A,13305,4259,46221,2824
TMEM167AP1,0,0,0,0
TMEM167B,6192,1664,13662,1063
TMEM168,5917,1621,20423,844
TMEM169,253,19,169,362
TMEM17,532,233,454,160
TMEM170A,1045,422,5582,374
TMEM170B,719,292,704,49
TMEM171,17138,473,261,723
TMEM173,2836,873,1287,698
TMEM174,0,0,0,0
TMEM175,1184,321,948,474
TMEM176A,0,1,1,0
TMEM176B,1,1,1,0
TMEM177,530,340,2566,501
TMEM178A,29,2,31,0
TMEM178B,3559,1361,164,341
TMEM179,8,12,2,0
TMEM179B,1664,604,6394,731
TMEM18,1454,640,1530,544
TMEM181,4857,2295,22795,4252
TMEM182,747,287,2583,70
TMEM183A,2962,1017,15602,1258
TMEM183AP1,0,0,0,0
TMEM184A,9,7,472,22
TMEM184B,5553,1327,17839,3557
TMEM184C,3447,782,8549,857
TMEM185A,1346,347,5372,367
TMEM185AP1,0,0,0,0
TMEM185B,2128,741,16182,2311
TMEM186,573,137,1952,126
TMEM187,172,76,260,58
TMEM189,1552,546,7566,1712
TMEM189-UBE2V1,2,0,8,2
TMEM19,2160,946,700,828
TMEM190,11,0,123,1
TMEM191A,78,10,165,57
TMEM191B,2,0,12,2
TMEM191C,33,29,135,17
TMEM192,3059,930,15213,566
TMEM196,0,0,0,0
TMEM198,314,140,1045,317
TMEM198B,882,329,2820,157
TMEM199,1166,517,6129,368
TMEM200A,6,3,2188,49
TMEM200B,1365,295,1607,285
TMEM200C,130,0,1178,250
TMEM201,1191,868,6430,1216
TMEM202,0,0,0,0
TMEM203,1998,601,3522,849
TMEM204,125,329,10,145
TMEM205,2060,677,7557,524
TMEM206,1271,302,3610,348
TMEM207,0,0,0,0
TMEM208,2224,450,6136,457
TMEM209,2928,1444,10296,1098
TMEM210,0,0,12,0
TMEM211,0,0,0,0
TMEM212,238,66,937,0
TMEM212-AS1,0,0,0,0
TMEM212-IT1,0,0,0,0
TMEM213,0,0,60,0
TMEM214,7569,2457,21853,4749
TMEM215,0,0,0,0
TMEM216,322,125,118,33
TMEM217,29,7,276,20
TMEM218,1291,493,636,332
TMEM219,2103,913,5842,1051
TMEM220,23,32,5,7
TMEM220-AS1,0,0,3,0
TMEM221,33,0,6,0
TMEM222,1834,591,19247,1138
TMEM223,693,289,4883,341
TMEM225,0,0,0,0
TMEM229A,0,0,1,0
TMEM229B,2815,3909,992,432
TMEM230,7198,3028,22699,2735
TMEM231,864,157,1728,178
TMEM232,18,27,98,13
TMEM233,2,97,22,0
TMEM234,850,184,1485,158
TMEM235,0,0,0,0
TMEM236,19,0,492,3
TMEM237,2479,1302,3612,1931
TMEM238,2,6,405,3
TMEM238L,0,0,0,0
TMEM239,0,0,4,0
TMEM240,19,2,2153,61
TMEM241,801,206,5003,237
TMEM242,1911,644,10913,115
TMEM243,1156,622,7555,490
TMEM244,14,0,36,0
TMEM245,5987,1787,6720,3497
TMEM246,308,425,3778,390
TMEM246-AS1,0,4,0,0
TMEM248,10188,4045,36196,4502
TMEM248P1,0,0,0,0
TMEM249,12,28,360,27
TMEM25,22,43,371,5
TMEM250,2525,757,11226,1930
TMEM251,494,441,1802,150
TMEM252,0,0,0,0
TMEM253,28,17,276,5
TMEM254,434,312,2293,173
TMEM254-AS1,38,4,273,35
TMEM255A,2,9,46,631
TMEM255B,26,185,5415,330
TMEM256,759,450,457,247
TMEM256-PLSCR3,6,4,151,2
TMEM256P1,0,0,0,0
TMEM256P2,0,0,0,1
TMEM258,3318,1239,10508,1002
TMEM259,5981,1925,43973,3811
TMEM26,0,92,0,0
TMEM26-AS1,0,11,0,0
TMEM260,1236,607,4277,612
TMEM261P1,0,0,0,0
TMEM262,115,10,305,48
TMEM263,9692,1669,30560,2865
TMEM266,47,45,80,17
TMEM267,973,291,1952,504
TMEM268,952,405,4255,375
TMEM270,0,1,0,0
TMEM272,0,0,29,1
TMEM30A,21172,7812,40042,5944
TMEM30B,0,5,1,0
TMEM30CP,0,0,1,0
TMEM31,10,0,15,0
TMEM33,6464,1912,39430,1892
TMEM35A,0,1,0,0
TMEM35B,200,85,719,67
TMEM37,16,1,1,0
TMEM38A,202,42,2394,47
TMEM38B,1563,515,4734,635
TMEM39A,3665,928,16740,1572
TMEM39B,798,271,3693,475
TMEM40,4,0,151,4
TMEM41A,1165,310,4920,674
TMEM41B,2707,1074,10000,1029
TMEM42,341,45,2371,163
TMEM43,9198,2255,22898,2990
TMEM44,1193,497,3304,891
TMEM44-AS1,280,61,172,81
TMEM45A,3198,720,4379,434
TMEM45B,10,12,20,1
TMEM47,11168,1150,19282,389
TMEM50A,5370,2302,15112,1623
TMEM50B,2787,1545,2177,671
TMEM51,302,692,1945,591
TMEM51-AS1,1,88,221,8
TMEM52,2,0,28,3
TMEM52B,0,0,16,0
TMEM53,324,135,338,111
TMEM54,1014,600,7262,1363
TMEM56,406,191,1973,125
TMEM56-RWDD3,89,2,169,14
TMEM59,13422,5900,27660,2159
TMEM59L,245,13,1249,694
TMEM60,1120,800,2632,506
TMEM61,0,0,1,1
TMEM62,512,299,2116,313
TMEM63A,4198,992,14040,1225
TMEM63B,3571,883,7258,1515
TMEM63C,2,0,64,66
TMEM64,2535,1257,7059,1084
TMEM65,2238,949,4294,2034
TMEM67,1201,241,2239,363
TMEM68,1368,471,19972,854
TMEM69,1636,977,8682,551
TMEM70,1357,449,3446,968
TMEM71,44,6,142,0
TMEM72,2,0,0,1
TMEM72-AS1,5,0,6,1
TMEM74,47,3,64,117
TMEM74B,1,0,7,1
TMEM75,11,9,3,2
TMEM78,0,0,13,1
TMEM79,531,116,4900,166
TMEM80,591,354,2808,504
TMEM81,203,8,1648,46
TMEM82,2,0,16,0
TMEM86A,465,98,1207,87
TMEM86B,91,9,909,33
TMEM87A,5699,3431,12811,1752
TMEM87B,4430,1615,31226,4199
TMEM88,36,0,2903,4
TMEM88B,0,0,10,0
TMEM89,17,0,44,2
TMEM8A,3368,1678,34362,3508
TMEM8B,1023,257,1894,359
TMEM9,2692,590,12787,1412
TMEM91,111,34,540,31
TMEM92,0,0,0,2
TMEM92-AS1,1,0,13,2
TMEM94,3660,1055,6546,1697
TMEM95,2,0,41,0
TMEM97,1362,859,2078,1241
TMEM97P1,0,0,6,1
TMEM97P2,0,0,0,0
TMEM98,605,1391,6871,1207
TMEM99,346,94,2326,241
TMEM9B,3166,1160,7908,1561
TMEM9B-AS1,68,20,580,25
TMF1,5620,1145,21443,1586
TMF1P1,0,0,0,0
TMIE,3,1,167,1
TMIGD1,0,0,0,0
TMIGD2,1,0,37,0
TMLHE,702,491,4019,210
TMLHE-AS1,18,6,10,1
TMOD1,174,197,1168,86
TMOD2,1452,578,140,970
TMOD3,5715,1875,9006,1852
TMOD4,0,0,2,0
TMPO,8380,5387,10481,6800
TMPO-AS1,371,170,130,129
TMPOP1,0,7,0,0
TMPOP2,10,9,5,8
TMPPE,229,115,720,43
TMPRSS11A,0,0,1,0
TMPRSS11B,0,0,12,0
TMPRSS11BNL,0,0,3,0
TMPRSS11CP,4,0,0,0
TMPRSS11D,6,1,0,0
TMPRSS11E,13,8,1,4
TMPRSS11F,0,6,0,1
TMPRSS11GP,1,0,0,0
TMPRSS12,0,0,49,0
TMPRSS13,1,1,8,3
TMPRSS15,0,0,2,0
TMPRSS2,12,21,27,1
TMPRSS3,0,0,13,0
TMPRSS4,8,11,17,0
TMPRSS5,633,138,75,28
TMPRSS6,13,7,0,11
TMPRSS7,0,1,3,0
TMPRSS9,70,28,70,38
TMSB10,34235,6873,88744,34016
TMSB10P1,1,0,0,1
TMSB10P2,0,0,0,0
TMSB15A,185,181,3,89
TMSB15B,256,71,1050,65
TMSB15B,256,71,1050,15
TMSB4X,37614,218,13,86
TMSB4XP1,0,0,0,0
TMSB4XP2,0,0,0,0
TMSB4XP3,3,0,2,0
TMSB4XP4,40,3,13,6
TMSB4XP6,0,0,0,0
TMSB4XP8,1,0,0,2
TMSB4Y,0,0,4,11
TMTC1,149,120,5257,1641
TMTC2,22891,3916,8497,1533
TMTC3,3235,1105,6444,1388
TMTC4,974,864,589,495
